timestamp,temperature,humidity,current,rpm,vibration,status
17-32-33,32,44,0.0,0.0,2.27,normal
17-32-38,32,44,0.0,1020.0,2.241,normal
17-32-42,32,45,1.585,9390.0,2.293,anomaly
17-32-46,32,44,1.489,9405.0,2.262,anomaly
17-32-50,32,43,0.112,9450.0,2.315,normal
17-32-55,32,43,0.178,9495.0,2.252,normal
17-32-59,32,42,1.223,9450.0,2.29,normal
17-33-04,32,42,0.108,9435.0,2.283,normal
17-33-10,32,42,1.402,9630.0,2.265,normal
17-33-14,32,43,0.117,9420.0,2.254,normal
17-33-19,32,43,1.371,9435.0,2.266,normal
17-33-24,32,43,1.567,9480.0,2.305,anomaly
17-33-28,32,44,1.11,9480.0,2.273,normal
17-33-34,32,44,0.0,9495.0,2.3,normal
17-33-38,31,44,1.454,9465.0,2.288,anomaly
17-33-43,31,44,1.572,9435.0,2.287,anomaly
17-33-48,31,44,1.872,9435.0,2.289,anomaly
17-33-53,31,44,1.105,9450.0,2.307,anomaly
17-33-59,31,44,1.419,9615.0,2.288,anomaly
17-34-04,31,44,0.099,9450.0,2.322,normal
17-34-08,31,44,0.191,9465.0,2.264,normal
17-34-13,31,44,1.345,9435.0,2.275,anomaly
17-34-18,31,44,1.28,9615.0,2.258,anomaly
17-34-22,31,44,0.051,9480.0,2.296,normal
17-34-27,31,44,1.467,9465.0,2.277,anomaly
17-34-31,31,44,0.062,255.0,2.281,normal
17-40-38,32,44,0.0,0.0,2.234,normal
17-40-44,32,43,0.212,0.0,2.252,normal
17-40-50,32,43,1.201,9570.0,2.265,normal
17-40-54,32,43,1.123,9480.0,2.277,normal
17-41-01,33,42,1.489,9645.0,2.276,anomaly
17-41-07,33,42,1.432,9600.0,2.257,anomaly
17-41-11,33,41,1.28,9480.0,2.268,anomaly
17-41-15,33,41,0.94,9465.0,2.269,normal
17-41-19,33,41,0.0,210.0,2.253,normal
17-41-25,33,41,0.108,0.0,2.26,normal
17-41-29,33,41,0.117,0.0,2.271,normal
17-41-34,33,41,0.077,0.0,2.264,normal
17-41-38,33,41,0.0,0.0,2.284,normal
17-41-42,33,41,0.121,0.0,2.287,normal
17-41-46,33,41,0.0,0.0,2.278,normal
17-41-50,33,41,0.0,1185.0,2.277,normal
17-41-56,33,41,0.0,0.0,2.264,normal
17-42-01,33,41,0.0,0.0,2.271,normal
17-42-06,33,41,0.077,0.0,2.245,normal
17-42-10,33,41,0.066,0.0,2.271,normal
17-42-15,33,41,0.0,0.0,2.277,normal
17-42-19,33,41,0.121,0.0,2.285,normal
